no,domain name,website,status,remote_ip,remote_port,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total
7311,smadex.com,https://www.smadex.com,ok,185.148.46.6,443.0,0.0,3.731206,0.226715,3.731335,0.0,3.9769,4.479272
7317,beforeitsnews.com,https://www.beforeitsnews.com,ok,172.67.14.110,443.0,0.0,0.244162,0.230471,0.244258,0.0,0.730234,0.730345
7322,skyscrapercity.com,https://www.skyscrapercity.com,ok,104.16.173.102,443.0,0.0,0.2487550000000001,0.237757,0.248869,0.0,0.492674,0.494748
7332,google.com.py,https://www.google.com.py,ok,216.58.206.3,443.0,0.0,0.245777,0.233686,0.245892,0.0,0.483699,0.511961
7365,google.com.bh,https://www.google.com.bh,ok,216.58.208.35,443.0,0.0,0.4971930000000001,0.485066,0.497317,0.0,0.735064,0.761745
7374,keywordtool.io,https://www.keywordtool.io,ok,172.67.71.65,443.0,0.0,0.47428,0.232374,0.474388,0.0,0.738684,0.738853
7383,listverse.com,https://www.listverse.com,ok,172.67.71.237,443.0,0.0,0.243579,0.015112,0.243781,0.0,0.7421399999999999,0.742214
7422,sportsmansoutdoorsuperstore.com,https://www.sportsmansoutdoorsuperstore.com,ok,104.26.4.119,443.0,0.0,0.240589,0.223149,0.240691,0.0,0.978422,1.2267290000000002
7461,opensubtitles.org,https://www.opensubtitles.org,ok,104.26.9.126,443.0,0.0,0.255025,0.2439530000000001,0.25515,0.0,0.49396,1.494881
7467,gymshark.com,https://www.gymshark.com,ok,23.227.38.74,443.0,0.0,0.25406,0.242116,0.25416700000000003,0.0,0.742186,0.74942
7485,yifysubtitles.org,https://www.yifysubtitles.org,ok,172.67.133.71,443.0,0.0,0.252416,0.234181,0.252495,0.0,0.484203,1.485352
7570,narrative.io,https://www.narrative.io,ok,199.60.103.226,443.0,0.0,0.493498,0.475763,0.493613,0.0,1.975516,1.986078
7573,jomashop.com,https://www.jomashop.com,ok,104.20.212.46,443.0,0.0,0.246073,0.232494,0.246199,0.0,0.7217939999999999,0.725817
7599,servimg.com,https://www.servimg.com,ok,104.28.0.55,443.0,0.0,4.4906,0.01897,4.49073,0.0,4.739159,4.739268
7608,zblogcn.com,https://www.zblogcn.com,ok,104.24.105.6,443.0,0.0,0.508321,0.486509,0.508424,0.0,2.74369,2.743803
7687,actionnetwork.org,https://www.actionnetwork.org,ok,104.22.13.105,443.0,0.0,0.25865900000000003,0.246713,0.25875,0.0,0.99676,0.998408
7703,shopifypreview.com,https://www.shopifypreview.com,ok,23.227.38.37,443.0,0.0,0.26252,0.239018,0.262631,0.0,0.489078,1.490317
7836,google.com.lb,https://www.google.com.lb,ok,172.217.21.195,443.0,0.0,0.248025,0.014858,0.248142,0.0,0.496305,1.497572
7853,redstate.com,https://www.redstate.com,ok,104.18.17.211,443.0,0.0,0.236802,0.225581,0.2369280000000001,0.0,0.249509,0.25145100000000004
7859,smarttradecoin.com,https://www.smarttradecoin.com,ok,172.67.69.151,443.0,0.0,0.246631,0.010587,0.246746,0.0,0.491495,0.491597
7868,brightlocal.com,https://www.brightlocal.com,ok,104.16.21.25,443.0,0.0,1.490051,0.00686,1.490147,0.0,1.726588,1.733732
7870,gotporn.com,https://www.gotporn.com,ok,104.26.1.144,443.0,0.0,0.248164,0.225902,0.248286,0.0,0.469865,0.4753810000000001
7886,workplace.com,https://www.workplace.com,ok,157.240.9.18,443.0,0.0,1.7532759999999998,0.229845,1.753382,0.0,1.979571,4.230273
7898,google.co.ke,https://www.google.co.ke,ok,172.217.22.67,443.0,0.0,0.5177470000000001,0.022205000000000003,0.517863,0.0,0.743405,0.743529
7926,chrono24.com,https://www.chrono24.com,ok,104.17.217.13,443.0,0.0,0.490318,0.012066,0.490442,0.0,0.734143,0.742635
7927,google.ge,https://www.google.ge,ok,142.250.74.195,443.0,0.0,0.242823,0.013613,0.242931,0.0,0.491508,0.491655
7930,google.cat,https://www.google.cat,ok,216.58.207.35,443.0,0.0,0.243008,0.229625,0.243132,0.0,0.468887,0.495053
7940,yankodesign.com,https://www.yankodesign.com,ok,104.26.6.118,443.0,0.0,0.019546,0.013685,0.019645,0.0,0.751102,0.760753
7966,apkmirror.com,https://www.apkmirror.com,ok,104.19.136.58,443.0,0.0,0.238408,0.231634,0.238523,0.0,0.255275,0.255418
7972,cloudflare-dns.com,https://www.cloudflare-dns.com,ok,104.16.248.249,443.0,0.0,0.247224,0.233057,0.247345,0.0,1.227804,1.231228
7984,google.com.kh,https://www.google.com.kh,ok,216.58.208.35,443.0,0.0,0.247914,0.015553,0.248036,0.0,0.4957180000000001,0.521894
8089,google.lu,https://www.google.lu,ok,172.217.23.99,443.0,0.0,0.973056,0.249603,0.973284,0.0,1.2226,2.22328
8138,chrome.com,https://www.chrome.com,ok,216.239.32.27,443.0,0.0,0.247219,0.234186,0.247335,0.0,0.250411,0.250499
8139,yangsenshoubao.com,https://www.yangsenshoubao.com,ok,104.31.67.244,443.0,0.0,0.254184,0.230731,0.254311,0.0,0.48062,0.480705
8149,destructoid.com,https://www.destructoid.com,ok,172.67.38.62,443.0,0.0,0.029727,0.010967,0.029838,0.0,0.249198,0.256311
8165,cibercuba.com,https://www.cibercuba.com,ok,172.67.73.112,443.0,0.0,0.242533,0.22896,0.242641,0.0,0.969959,1.22011
8170,smrtb.com,https://www.smrtb.com,ok,104.26.2.146,443.0,0.0,0.249491,0.237267,0.249605,0.0,0.47171,0.474546
8179,clutch.co,https://www.clutch.co,ok,172.67.83.47,443.0,0.0,1.732863,0.008992,1.7329990000000002,0.0,1.7485959999999998,1.748684
8202,blogspot.mx,https://www.blogspot.mx,ok,172.217.23.169,443.0,0.0,0.244964,0.234095,0.245094,0.0,0.484269,0.510454
8308,googlehosted.com,https://www.googlehosted.com,ok,172.217.23.161,443.0,0.0,0.255755,0.24178400000000005,0.25587,0.0,0.2588,0.258888
8323,ethnos.gr,https://www.ethnos.gr,ok,104.27.121.115,443.0,0.0,0.256263,0.23619,0.256356,0.0,0.486436,0.751967
8325,blogspot.ch,https://www.blogspot.ch,ok,172.217.23.169,443.0,0.0,0.483729,0.471956,0.483858,0.0,0.7218439999999999,0.7478199999999999
8345,moveon.org,https://www.moveon.org,ok,104.22.9.66,443.0,0.0,0.242057,0.234557,0.24217,0.0,0.254542,0.254661
8358,google.am,https://www.google.am,ok,172.217.18.163,443.0,0.0,0.241454,0.228564,0.241566,0.0,0.478542,0.505315
8384,gcu.edu,https://www.gcu.edu,ok,104.17.107.55,443.0,0.0,0.252696,0.234553,0.252818,0.0,0.484398,0.489288
8394,google.hn,https://www.google.hn,ok,172.217.23.163,443.0,0.0,0.241342,0.226248,0.241462,0.0,0.476256,0.4764140000000001
8400,google.com.om,https://www.google.com.om,ok,172.217.18.99,443.0,0.0,0.25605,0.233356,0.256155,0.0,0.4834890000000001,0.509828
8414,google.com.pr,https://www.google.com.pr,ok,172.217.23.131,443.0,0.0,0.239728,0.22641,0.239843,0.0,0.476559,0.503346
8434,google.cd,https://www.google.cd,ok,216.58.212.163,443.0,0.0,0.2420070000000001,0.229995,0.24215,0.0,0.483154,0.510516
8480,cookieconsent.com,https://www.cookieconsent.com,ok,104.24.108.21,443.0,0.0,1.7253169999999998,1.487808,1.725411,0.0,1.746123,1.974157
8490,google.com.ni,https://www.google.com.ni,ok,216.58.212.163,443.0,0.0,0.244015,0.231866,0.244154,0.0,0.487047,0.731939
8525,icook.tw,https://www.icook.tw,ok,104.17.188.91,443.0,0.0,2.242448,0.011449,2.242546,0.0,2.485811,3.486964
8569,jewishvirtuallibrary.org,https://www.jewishvirtuallibrary.org,ok,172.67.211.68,443.0,0.0,1.494047,0.008534,1.494201,0.0,1.512618,1.52229
8581,woyaowz.cn,https://www.woyaowz.cn,ok,104.18.46.3,443.0,0.0,1.722882,0.236317,1.722989,0.0,1.7438779999999998,1.746666
8591,ionicframework.com,https://www.ionicframework.com,ok,104.26.6.173,443.0,0.0,0.241173,0.012064,0.241285,0.0,0.2557,0.25577
8594,fee.org,https://www.fee.org,ok,104.26.11.62,443.0,0.0,0.240221,0.231045,0.24035,0.0,0.248709,0.248788
8611,zurb.com,https://www.zurb.com,ok,104.26.5.165,443.0,0.0,0.984548,0.009086,0.98466,0.0,0.99844,0.99851
8645,google.ci,https://www.google.ci,ok,216.58.207.35,443.0,0.0,3.754602,2.005477,3.754738,0.0,3.98045,3.980612
8663,blogspot.gr,https://www.blogspot.gr,ok,172.217.23.169,443.0,0.0,0.247515,0.236687,0.248186,0.0,0.486622,0.5133989999999999
8694,quantummetric.com,https://www.quantummetric.com,ok,104.22.53.252,443.0,0.0,0.239639,0.228815,0.239751,0.0,1.2204,1.223231
8705,weiqingbao.cc,https://www.weiqingbao.cc,ok,104.28.11.209,443.0,0.0,2.985844,2.970984,2.985943,0.0,3.220568,3.239506
8721,google.com.et,https://www.google.com.et,ok,216.58.207.67,443.0,0.0,0.2480570000000001,0.237501,0.248189,0.0,0.487504,0.515293
8722,vivo.sx,https://www.vivo.sx,ok,172.67.171.74,443.0,0.0,0.015399,0.003095,0.015506,0.0,0.244662,1.245662
8745,faucetpay.io,https://www.faucetpay.io,ok,172.64.106.24,443.0,0.0,0.25335100000000005,0.234702,0.253471,0.0,0.489084,1.489758
8753,newsbeast.gr,https://www.newsbeast.gr,ok,104.26.0.146,443.0,0.0,1.255572,0.008916,1.255663,0.0,1.729604,1.741829
8780,privacypolicygenerator.info,https://www.privacypolicygenerator.info,ok,104.18.55.150,443.0,0.0,0.239253,0.224619,0.239355,0.0,0.474628,0.494658
8810,accountkit.com,https://www.accountkit.com,ok,157.240.9.18,443.0,0.0,1.255563,0.007262999999999999,1.2556889999999998,0.0,1.7302799999999998,2.480567
8832,google.mu,https://www.google.mu,ok,172.217.23.163,443.0,0.0,1.75954,0.229499,1.759637,0.0,1.979505,1.979661
8876,google.mn,https://www.google.mn,ok,216.58.207.35,443.0,0.0,0.2381510000000001,0.226258,0.238263,0.0,0.476292,0.476461
8878,backblaze.com,https://www.backblaze.com,ok,104.20.45.48,443.0,0.0,0.478631,0.23949,0.478755,0.0,0.723805,0.725378
8890,123milhas.com,https://www.123milhas.com,ok,104.27.135.135,443.0,0.0,0.241313,0.01076,0.2414260000000001,0.0,0.734773,0.734901
8916,privacypolicyonline.com,https://www.privacypolicyonline.com,ok,104.27.165.62,443.0,0.0,2.506232,0.017976,2.506338,0.0,2.739786,2.739936
8937,carsforsale.com,https://www.carsforsale.com,ok,104.18.10.104,443.0,0.0,0.018146,0.010279,0.24732,0.0,0.260687,0.262893
8949,phillymag.com,https://www.phillymag.com,ok,104.18.2.164,443.0,0.0,0.249869,0.236253,0.249967,0.0,0.985967,0.990959
8960,gradeup.co,https://www.gradeup.co,ok,104.17.13.38,443.0,0.0,1.746395,0.010199,1.746507,0.0,1.979229,2.980289
8975,lectortmo.com,https://www.lectortmo.com,ok,104.26.14.85,443.0,0.0,2.009367,0.022734,2.009471,0.0,2.016741,2.016816
8997,blogblog.com,https://www.blogblog.com,ok,172.217.23.169,443.0,0.0,0.234181,0.223649,0.234293,0.0,0.973512,0.973601
9013,tailorbrands.com,https://www.tailorbrands.com,ok,104.19.174.21,443.0,0.0,0.234921,0.224131,0.235031,0.0,0.474004,0.484823
9015,top.gg,https://www.top.gg,ok,104.16.174.56,443.0,0.0,1.992048,0.014039,1.992162,0.0,2.010949,2.011039
9021,shiftdelete.net,https://www.shiftdelete.net,ok,172.67.73.179,443.0,0.0,1.984033,0.010113,1.984164,0.0,2.231338,2.261345
9033,vdo.ai,https://www.vdo.ai,ok,104.18.42.6,443.0,0.0,1.493556,0.012532,1.493652,0.0,1.739521,1.989614
9056,buymeacoffee.com,https://www.buymeacoffee.com,ok,104.26.10.39,443.0,0.0,1.499791,1.491088,1.499891,0.0,2.234065,2.243001
9060,blogspot.com.ar,https://www.blogspot.com.ar,ok,172.217.23.169,443.0,0.0,0.253777,0.239559,0.253891,0.0,0.489294,0.515482
9079,termly.io,https://www.termly.io,ok,104.19.255.88,443.0,0.0,0.238053,0.228029,0.2381530000000001,0.0,0.98819,0.988309
9084,google.com.pa,https://www.google.com.pa,ok,142.250.74.195,443.0,0.0,0.248481,0.2337,0.248603,0.0,0.472652,0.500143
9088,mb.com.ph,https://www.mb.com.ph,ok,141.193.213.20,443.0,0.0,0.244925,0.228528,0.245047,0.0,1.728272,1.728352
9094,nation.co.ke,https://www.nation.co.ke,ok,104.17.66.240,443.0,0.0,0.24645,0.023085,0.246551,0.0,0.4948,0.494879
9096,typing.com,https://www.typing.com,ok,104.19.184.44,443.0,0.0,0.254836,0.238782,0.254997,0.0,0.488771,0.501344
9104,blogspot.pt,https://www.blogspot.pt,ok,172.217.23.169,443.0,0.0,0.259769,0.247296,0.259892,0.0,0.497443,0.497569
9118,google.com.af,https://www.google.com.af,ok,172.217.22.99,443.0,0.0,1.743067,0.014968,1.743191,0.0,1.988882,2.015862
9125,sixflags.com,https://www.sixflags.com,ok,104.17.138.249,443.0,0.0,0.486391,0.47142,0.4865020000000001,0.0,0.7212529999999999,0.726953
9130,googlesource.com,https://www.googlesource.com,ok,74.125.133.82,443.0,0.0,0.243539,0.230418,0.243643,0.0,0.48059,0.7302960000000001
9132,rawpixel.com,https://www.rawpixel.com,ok,172.67.218.10,443.0,0.0,0.025353,0.010795,0.025471,0.0,0.994993,1.012065
9160,google.as,https://www.google.as,ok,216.58.210.3,443.0,0.0,1.000993,0.025071,1.001119,0.0,1.246056,1.246216
9191,google.is,https://www.google.is,ok,216.58.207.67,443.0,0.0,0.484061,0.472135,0.484185,0.0,0.7222850000000001,0.74947
9201,google.md,https://www.google.md,ok,172.217.16.131,443.0,0.0,0.237141,0.226851,0.23727,0.0,0.477088,0.503655
9263,google.ht,https://www.google.ht,ok,142.250.74.195,443.0,0.0,1.989034,0.014788,1.98917,0.0,2.237756,2.237904
9281,fragrantica.ru,https://www.fragrantica.ru,ok,104.16.140.242,443.0,0.0,0.246798,0.234627,0.246915,0.0,0.484626,1.4855459999999998
9283,hotair.com,https://www.hotair.com,ok,104.18.29.49,443.0,0.0,1.25272,0.008812,1.252851,0.0,1.7334919999999998,1.733591
9315,gizmochina.com,https://www.gizmochina.com,ok,104.26.14.207,443.0,0.0,0.242618,0.23118200000000005,0.242716,0.0,0.731023,0.736629
9335,defimedia.info,https://www.defimedia.info,ok,104.22.37.148,443.0,0.0,0.24262,0.228331,0.242723,0.0,1.97177,1.971945
9406,thimpress.com,https://www.thimpress.com,ok,104.26.4.142,443.0,0.0,0.244803,0.014318,0.244891,0.0,0.99153,0.991638
9412,google.com.mt,https://www.google.com.mt,ok,172.217.21.195,443.0,0.0,0.247118,0.233169,0.247244,0.0,0.483094,0.509279
9428,escapistmagazine.com,https://www.escapistmagazine.com,ok,104.20.56.160,443.0,0.0,0.2364,0.01592,0.236505,0.0,0.249449,0.249519
9451,bookshop.org,https://www.bookshop.org,ok,104.22.19.201,443.0,0.0,0.25403600000000004,0.239479,0.254155,0.0,0.264855,0.264925
9462,greatergood.com,https://www.greatergood.com,ok,104.18.28.61,443.0,0.0,0.020246,0.010028,0.020368,0.0,0.24187,0.241941
9473,cimaclub.io,https://www.cimaclub.io,ok,104.27.160.87,443.0,0.0,0.242374,0.22829,0.242486,0.0,0.47803,1.479058
9480,google.al,https://www.google.al,ok,172.217.18.163,443.0,0.0,1.725916,1.499574,1.726031,0.0,1.974735,2.000757
9481,steamdb.info,https://www.steamdb.info,ok,172.67.21.93,443.0,0.0,1.488053,0.014316,1.488144,0.0,1.498782,1.498853
9499,instamojo.com,https://www.instamojo.com,ok,104.20.93.103,443.0,0.0,0.770043,0.01465,0.770165,0.0,1.4930139999999998,1.745467
9519,gamefront.com,https://www.gamefront.com,ok,104.25.19.97,443.0,0.0,1.732075,0.01017,1.7321939999999998,0.0,4.980746,6.487807
9543,google.li,https://www.google.li,ok,172.217.18.3,443.0,0.0,0.245618,0.01532,0.245734,0.0,0.493379,0.7435039999999999
9581,sefon.pro,https://www.sefon.pro,ok,104.27.160.27,443.0,0.0,2.001457,0.011298,2.001573,0.0,2.016855,2.0169580000000003
9600,internetlivestats.com,https://www.internetlivestats.com,ok,170.249.202.148,443.0,0.0,2.249682,0.005934,2.2498080000000003,0.0,2.491849,2.7414650000000003
9601,google.ad,https://www.google.ad,ok,172.217.21.195,443.0,0.0,0.252795,0.240736,0.25289,0.0,0.490774,0.5168689999999999
9656,tecnoblog.net,https://www.tecnoblog.net,ok,172.67.70.69,443.0,0.0,1.497792,0.016316999999999998,1.497954,0.0,1.745179,1.745256
9689,familydoctor.org,https://www.familydoctor.org,ok,104.26.5.45,443.0,0.0,0.256905,0.249052,0.257027,0.0,2.248618,2.248761
9694,oceanwp.org,https://www.oceanwp.org,ok,104.31.93.164,443.0,0.0,0.743649,0.724117,0.743733,0.0,1.223918,1.223996
9722,google.co.mz,https://www.google.co.mz,ok,172.217.22.99,443.0,0.0,0.243898,0.23003,0.244018,0.0,0.479638,0.505653
9726,staples.ca,https://www.staples.ca,ok,23.227.38.74,443.0,0.0,0.233283,0.225507,0.23340300000000005,0.0,0.725642,0.732009
9738,google.co.bw,https://www.google.co.bw,ok,172.217.23.99,443.0,0.0,0.25062,0.240393,0.250744,0.0,0.490475,0.516674
9740,google.com.cy,https://www.google.com.cy,ok,172.217.21.195,443.0,0.0,0.242947,0.230698,0.243053,0.0,0.4865140000000001,0.732329
9743,publicintegrity.org,https://www.publicintegrity.org,ok,104.20.255.153,443.0,0.0,2.2436580000000004,0.242316,2.243768,0.0,2.257721,2.257818
9746,tamildhool.net,https://www.tamildhool.net,ok,172.67.73.187,443.0,0.0,0.252553,0.230032,0.252666,0.0,1.222118,1.242117
9788,google.co.ug,https://www.google.co.ug,ok,216.58.205.227,443.0,0.0,0.2472260000000001,0.015823,0.247329,0.0,0.495616,0.523961
9796,google.com.gh,https://www.google.com.gh,ok,172.217.18.99,443.0,0.0,0.246519,0.01433,0.246656,0.0,0.494912,0.4950640000000001
9800,applvn.com,https://www.applvn.com,ok,141.193.213.21,443.0,0.0,0.021802,0.014727,0.021925,0.0,0.242688,1.245607
9813,iisd.org,https://www.iisd.org,ok,172.67.26.116,443.0,0.0,0.251325,0.2416780000000001,0.251432,0.0,0.49637,0.741321
9820,specialized.com,https://www.specialized.com,ok,104.17.52.5,443.0,0.0,0.483685,0.232322,0.483808,0.0,0.732246,1.733542
9840,ttshow.tw,https://www.ttshow.tw,ok,104.26.12.171,443.0,0.0,0.260383,0.249396,0.260556,0.0,1.023025,1.7463990000000005
9845,google.la,https://www.google.la,ok,172.217.23.99,443.0,0.0,0.249195,0.017519,0.2493070000000001,0.0,0.498373,1.501619
9852,google.mg,https://www.google.mg,ok,216.58.210.3,443.0,0.0,0.248427,0.237891,0.258276,0.0,0.49278,0.737595
9857,blogspot.ro,https://www.blogspot.ro,ok,172.217.23.169,443.0,0.0,0.252578,0.238879,0.252701,0.0,0.476047,0.502255
9864,bostonmagazine.com,https://www.bostonmagazine.com,ok,104.18.3.164,443.0,0.0,0.243606,0.2374280000000001,0.243718,0.0,0.977649,0.983249
9872,google.sn,https://www.google.sn,ok,172.217.16.195,443.0,0.0,0.252885,0.238719,0.25300700000000004,0.0,0.488983,0.5155609999999999
9887,google.bs,https://www.google.bs,ok,172.217.18.99,443.0,0.0,0.252417,0.015413,0.252543,0.0,0.493424,0.519511
9892,google.co.uz,https://www.google.co.uz,ok,172.217.16.163,443.0,0.0,1.496086,0.015827,1.496205,0.0,1.737877,1.7380330000000002
